edge_id	source_case_key	target_case_key	edge_type	cluster_basis	shared_event_or_actor	shared_failure_mode	cross_source_overlap	evidence_tier_ceiling	review_notes	provenance_inputs	updated_at_utc
REVIEW-IDCOLLISION-LIMEN-000001::edge1	authoritative-candidates.jsonl:LIMEN-000001	security-agentic-candidates.jsonl:LIMEN-000001	identifier_collision_blocker	same_case_id_string_across_distinct_events	none; shared local identifier only	none confirmed	not a duplicate cluster; namespace collision across three distinct lineages	T3_authoritative_source	Do not merge. Bare case_id reuse now spans regulator, security, and SEC AI-washing packages; downstream joins must use file-qualified or globally normalized IDs.	data/cases/authoritative-candidates.jsonl; data/cases/security-agentic-candidates.jsonl; results/boost/limen-boost-009/candidate-cases.jsonl	2026-06-07T06:09:00Z
REVIEW-IDCOLLISION-LIMEN-000001::edge2	authoritative-candidates.jsonl:LIMEN-000001	boost-009/candidate-cases.jsonl:LIMEN-000001	identifier_collision_blocker	same_case_id_string_across_distinct_events	none; shared local identifier only	none confirmed	not a duplicate cluster; namespace collision across three distinct lineages	T3_authoritative_source	Do not merge. Bare case_id reuse now spans regulator, security, and SEC AI-washing packages; downstream joins must use file-qualified or globally normalized IDs.	data/cases/authoritative-candidates.jsonl; data/cases/security-agentic-candidates.jsonl; results/boost/limen-boost-009/candidate-cases.jsonl	2026-06-07T06:09:00Z
REVIEW-IDCOLLISION-LIMEN-000001::edge3	security-agentic-candidates.jsonl:LIMEN-000001	boost-009/candidate-cases.jsonl:LIMEN-000001	identifier_collision_blocker	same_case_id_string_across_distinct_events	none; shared local identifier only	none confirmed	not a duplicate cluster; namespace collision across three distinct lineages	T3_authoritative_source	Do not merge. Bare case_id reuse now spans regulator, security, and SEC AI-washing packages; downstream joins must use file-qualified or globally normalized IDs.	data/cases/authoritative-candidates.jsonl; data/cases/security-agentic-candidates.jsonl; results/boost/limen-boost-009/candidate-cases.jsonl	2026-06-07T06:09:00Z
REVIEW-IDCOLLISION-LIMEN-000002::edge1	authoritative-candidates.jsonl:LIMEN-000002	security-agentic-candidates.jsonl:LIMEN-000002	identifier_collision_blocker	same_case_id_string_across_distinct_events	none; shared local identifier only	none confirmed	not a duplicate cluster; namespace collision across three distinct lineages	T3_authoritative_source	Do not merge. One bare ID now points to EEOC hiring-discrimination, Langflow RCE, and SEC AI-washing records; this is a schema blocker, not event duplication.	data/cases/authoritative-candidates.jsonl; data/cases/security-agentic-candidates.jsonl; results/boost/limen-boost-009/candidate-cases.jsonl	2026-06-07T06:09:00Z
REVIEW-IDCOLLISION-LIMEN-000002::edge2	authoritative-candidates.jsonl:LIMEN-000002	boost-009/candidate-cases.jsonl:LIMEN-000002	identifier_collision_blocker	same_case_id_string_across_distinct_events	none; shared local identifier only	none confirmed	not a duplicate cluster; namespace collision across three distinct lineages	T3_authoritative_source	Do not merge. One bare ID now points to EEOC hiring-discrimination, Langflow RCE, and SEC AI-washing records; this is a schema blocker, not event duplication.	data/cases/authoritative-candidates.jsonl; data/cases/security-agentic-candidates.jsonl; results/boost/limen-boost-009/candidate-cases.jsonl	2026-06-07T06:09:00Z
REVIEW-IDCOLLISION-LIMEN-000002::edge3	security-agentic-candidates.jsonl:LIMEN-000002	boost-009/candidate-cases.jsonl:LIMEN-000002	identifier_collision_blocker	same_case_id_string_across_distinct_events	none; shared local identifier only	none confirmed	not a duplicate cluster; namespace collision across three distinct lineages	T3_authoritative_source	Do not merge. One bare ID now points to EEOC hiring-discrimination, Langflow RCE, and SEC AI-washing records; this is a schema blocker, not event duplication.	data/cases/authoritative-candidates.jsonl; data/cases/security-agentic-candidates.jsonl; results/boost/limen-boost-009/candidate-cases.jsonl	2026-06-07T06:09:00Z
REVIEW-IDCOLLISION-LIMEN-000003::edge1	authoritative-candidates.jsonl:LIMEN-000003	security-agentic-candidates.jsonl:LIMEN-000003	identifier_collision_blocker	same_case_id_string_across_distinct_events	none; shared local identifier only	none confirmed	not a duplicate cluster; namespace collision across shard files	T3_authoritative_source	Do not merge. File-qualified IDs show distinct biometric-governance and coding-agent exfiltration events.	data/cases/authoritative-candidates.jsonl; data/cases/security-agentic-candidates.jsonl	2026-06-07T06:09:00Z
REVIEW-IDCOLLISION-LIMEN-000004::edge1	authoritative-candidates.jsonl:LIMEN-000004	security-agentic-candidates.jsonl:LIMEN-000004	identifier_collision_blocker	same_case_id_string_across_distinct_events	none; shared local identifier only	none confirmed	not a duplicate cluster; namespace collision across shard files	T3_authoritative_source	Do not merge. File-qualified IDs show distinct school biometrics and CrewAI local-file-read events.	data/cases/authoritative-candidates.jsonl; data/cases/security-agentic-candidates.jsonl	2026-06-07T06:09:00Z
REVIEW-IDCOLLISION-LIMEN-000005::edge1	authoritative-candidates.jsonl:LIMEN-000005	security-agentic-candidates.jsonl:LIMEN-000005	identifier_collision_blocker	same_case_id_string_across_distinct_events	none; shared local identifier only	none confirmed	not a duplicate cluster; namespace collision across two distinct lineages	T3_authoritative_source	Do not merge. Bare case_id reuse now points to a DOJ charging-stage alleged AI-misstatement / hidden-human-processing matter and a CrewAI SSRF/internal-content-acquisition vulnerability; this is a schema blocker, not event duplication.	data/cases/authoritative-candidates.jsonl; data/cases/security-agentic-candidates.jsonl	2026-06-07T06:09:00Z
REVIEW-IDCOLLISION-LIMEN-000006::edge1	authoritative-candidates.jsonl:LIMEN-000006	security-agentic-candidates.jsonl:LIMEN-000006	identifier_collision_blocker	same_case_id_string_across_distinct_events	none; shared local identifier only	none confirmed	not a duplicate cluster; namespace collision across distinct finance-enforcement and agent-security lineages	T3_authoritative_source	Do not merge. Bare case_id reuse now points to a settled SEC AI-washing matter (Delphia) and a separate LangChain LLMMathChain execution-surface vulnerability; downstream joins must use file-qualified or globally normalized IDs.	data/cases/authoritative-candidates.jsonl; data/cases/security-agentic-candidates.jsonl	2026-06-07T15:49:00Z
REVIEW-IDCOLLISION-LIMEN-000007::edge1	authoritative-candidates.jsonl:LIMEN-000007	security-agentic-candidates.jsonl:LIMEN-000007	identifier_collision_blocker	same_case_id_string_across_distinct_events	none; shared local identifier only	none confirmed	not a duplicate cluster; namespace collision across distinct finance-enforcement and agent-security lineages	T3_authoritative_source	Do not merge. Bare case_id reuse now points to a settled SEC AI-washing matter (Global Predictions) and a separate LlamaIndex safe_eval command-injection vulnerability; downstream joins must use file-qualified or globally normalized IDs.	data/cases/authoritative-candidates.jsonl; data/cases/security-agentic-candidates.jsonl	2026-06-07T15:49:00Z
REVIEW-NOMERGE-CODEEXEC-001::edge1	security-agentic-candidates.jsonl:LIMEN-000001	security-agentic-candidates.jsonl:LIMEN-000006	reviewed_not_duplicate	shared_concrete_failure_mode	Auto-GPT and LangChain LLMMathChain	unsafe execution of model-supplied Python / code paths	repeated code-execution failure mode across distinct agent/framework products; no shared event, actor, or advisory lineage	T3_authoritative_source	Do not merge. Auto-GPT path traversal enabling later host execution and LangChain LLMMathChain prompt injection into Python exec are separate vulnerabilities in different products, but together they strengthen a reviewer-legible subtype around model-supplied code execution surfaces.	data/cases/security-agentic-candidates.jsonl	2026-06-07T06:09:00Z
REVIEW-NOMERGE-CODEEXEC-002::edge1	security-agentic-candidates.jsonl:LIMEN-000006	security-agentic-candidates.jsonl:LIMEN-000007	reviewed_not_duplicate	shared_concrete_failure_mode	LangChain LLMMathChain and LlamaIndex safe_eval	LLM-generated or model-mediated code reaches Python/OS execution surfaces	repeated execution-surface pattern across distinct frameworks; no shared event, actor, or advisory lineage	T3_authoritative_source	Do not merge. LangChain LLMMathChain prompt injection into Python exec and LlamaIndex safe_eval command injection are separate vulnerabilities in different frameworks, but together they strengthen a reviewer-legible execution-surface subtype around LLM-generated code reaching host execution paths.	data/cases/security-agentic-candidates.jsonl	2026-06-07T06:09:00Z
REVIEW-NOMERGE-CREWAI-001::edge1	security-agentic-candidates.jsonl:LIMEN-000004	security-agentic-candidates.jsonl:LIMEN-000005	reviewed_not_duplicate	shared_system_family_only	CrewAI	agent tool boundary failures	same product family but distinct CVEs and attack surfaces (local file read vs SSRF/internal retrieval)	T3_authoritative_source	Do not merge. These rows support a candidate subtype around agent-tool boundary failures, but they are separate vulnerabilities and should remain distinct cases.	data/cases/security-agentic-candidates.jsonl	2026-06-07T06:09:00Z
REVIEW-NOMERGE-ICO-001::edge1	authoritative-candidates.jsonl:LIMEN-000003	authoritative-candidates.jsonl:LIMEN-000004	reviewed_not_duplicate	shared_authority_actor_only	Information Commissioner's Office	biometric governance / facial recognition oversight	same regulator family but different regulated entities, dates, intervention types, and affected contexts	T3_authoritative_source	Do not collapse. Serco worker-attendance enforcement and Chelmer school canteen reprimand are separate events; useful as repeated subtype evidence, not duplicate evidence.	data/cases/authoritative-candidates.jsonl	2026-06-07T06:09:00Z
REVIEW-NOMERGE-SEC-001::edge1	boost-009/candidate-cases.jsonl:LIMEN-000001	boost-009/candidate-cases.jsonl:LIMEN-000002	reviewed_not_duplicate	shared_regulator_batch_only	U.S. Securities and Exchange Commission	AI-washing / misleading AI marketing in regulated finance	same SEC announcement batch and reporting date, but different firms, order identifiers, and claim particulars	T3_authoritative_source	Do not collapse. Delphia and Global Predictions were announced together by the SEC, but they remain distinct enforcement matters and should count as repeated subtype evidence, not a single duplicate event.	results/boost/limen-boost-009/candidate-cases.jsonl	2026-06-07T06:09:00Z
REVIEW-NOMERGE-LANGCHAIN-001::edge1	security-agentic-candidates.jsonl:LIMEN-000006	security-agentic-candidates.jsonl:LIMEN-000008	reviewed_not_duplicate	shared_system_family_only	LangChain	agent/runtime trust-boundary failures involving model-mediated execution or unsafe serialized state revival	same framework family but distinct vulnerable components and exploit surfaces (LLMMathChain Python exec vs load()/loads() object revival and chat-history poisoning)	T3_authoritative_source	Do not merge. The older LangChain row is an execution-surface prompt-injection vulnerability in LLMMathChain, while the newer row is a vendor-advisory-backed unsafe-deserialization and message-history poisoning issue in load()/loads() paths. Together they strengthen a bounded subtype around agent/runtime trust-boundary failures inside the same framework family without creating a same-event duplicate claim.	data/cases/security-agentic-candidates.jsonl; sources/sources.md	2026-06-07T17:04:32Z
REVIEW-NOMERGE-FILEREAD-001::edge1	security-agentic-candidates.jsonl:LIMEN-000003	security-agentic-candidates.jsonl:LIMEN-000004	reviewed_not_duplicate	shared_concrete_failure_mode	Claude Code and CrewAI	agent-enabled unauthorized local file disclosure / boundary bypass	repeated file-disclosure pattern across distinct agent frameworks; no shared event, actor, or advisory lineage	T3_authoritative_source	Do not merge. Claude Code's default allowlist enabled unauthorized file read plus exfiltration before a forced update, while the CrewAI JSON loader flaw allowed arbitrary server-side local file read. These are separate vulnerabilities in different products, but together they support a reviewer-legible file-disclosure / boundary-bypass subtype inside the security_risk + agentic_control_failure stack.	data/cases/security-agentic-candidates.jsonl	2026-06-07T17:04:32Z
REVIEW-IDCOLLISION-LIMEN-000008::edge1	authoritative-candidates.jsonl:LIMEN-000008	security-agentic-candidates.jsonl:LIMEN-000008	identifier_collision_blocker	same_case_id_string_across_distinct_events	none; shared local identifier only	none confirmed	not a duplicate cluster; namespace collision across distinct deepfake-governance and agent-memory security lineages	T3_authoritative_source	Do not merge. Bare case_id reuse now points to an FCC deepfake robocall enforcement matter and a separate LangChain state-revival / message-history-poisoning vulnerability; downstream joins must use file-qualified or globally normalized IDs.	data/cases/authoritative-candidates.jsonl; data/cases/security-agentic-candidates.jsonl	2026-06-07T15:49:00Z
REVIEW-IDCOLLISION-LIMEN-000009::edge1	authoritative-candidates.jsonl:LIMEN-000009	security-agentic-candidates.jsonl:LIMEN-000009	identifier_collision_blocker	same_case_id_string_across_distinct_events	none; shared local identifier only	none confirmed	not a duplicate cluster; namespace collision across distinct public-sector border-management and agent-workspace authorization lineages	T3_authoritative_source	Do not merge. Bare case_id reuse now points to the Slovenian police ORION public-sector pilot row and a separate PraisonAI ownership-assignment vulnerability; downstream joins must use file-qualified or globally normalized IDs.	data/cases/authoritative-candidates.jsonl; data/cases/security-agentic-candidates.jsonl	2026-06-07T15:49:00Z
REVIEW-IDCOLLISION-LIMEN-000012::edge1	authoritative-candidates.jsonl:LIMEN-000012	security-agentic-candidates.jsonl:LIMEN-000012	identifier_collision_blocker	same_case_id_string_across_distinct_events	none; shared local identifier only	none confirmed	not a duplicate cluster; namespace collision across distinct Danish public-sector governance and MCP security lineages	T3_authoritative_source	Do not merge. Bare case_id reuse now points to a Datatilsynet legal-basis opinion on AI-supported disability-allowance screening and a separate Playwright MCP DNS-rebinding / origin-validation vulnerability; downstream joins must use file-qualified or globally normalized IDs.	data/cases/authoritative-candidates.jsonl; data/cases/security-agentic-candidates.jsonl	2026-06-07T17:19:48Z
REVIEW-NOMERGE-FTC-001::edge1	authoritative-candidates.jsonl:LIMEN-000010	authoritative-candidates.jsonl:LIMEN-000011	reviewed_not_duplicate	shared_concrete_failure_mode	Federal Trade Commission	official non-finance false AI capability / performance claim enforcement	same regulator family and complaint-plus-final-order posture, but different products, dates, claimed capabilities, and affected-use contexts	T3_authoritative_source	Do not collapse. The DoNotPay AI-lawyer matter and the Workado AI-detector accuracy matter are separate FTC complaint-plus-final-order packages with different products, dates, and claim particulars, but together they establish a bounded non-finance authoritative false-capability recurrence package outside the SEC finance subset.	data/cases/authoritative-candidates.jsonl; results/authoritative-scout/ftc-nonfinance-promotion-matrix-v0.1.tsv	2026-06-07T17:51:01Z
REVIEW-NOMERGE-RI-SPRINGER-001::edge1	boost-008/candidate-cases.jsonl:LIMEN-008-LEAD-005	boost-008/candidate-cases.jsonl:LIMEN-008-LEAD-006	reviewed_not_duplicate	shared_concrete_failure_mode_and_same_publisher_notice_family	Springer Nature direct notice surfaces	publisher-originating reference-validity / fabricated-citation contamination in scholarly outputs	same publisher family and same narrow contamination pattern, but distinct scholarly objects, notice texts, and venue roles (journal article vs book)	T3_authoritative_source	Do not merge. `LIMEN-008-LEAD-005` and `LIMEN-008-LEAD-006` now form a reviewer-safe repeated research-integrity pattern around direct publisher-originating notice text on unverifiable references, but they remain distinct scholarly objects with different notice language, venue forms, and posting surfaces. Use this pair to show that the direct-notice slice is no longer a one-off while keeping the publisher-family concentration explicit and avoiding prevalence or cross-publisher claims.	results/boost/limen-boost-008/candidate-cases.jsonl; results/boost/limen-boost-008/notice-text-evidence.tsv; results/boost/limen-boost-008/springer-book-chapter-notice-audit.tsv; results/dashboard-paper/procedural-contamination-source-depth-panel-v0.1.tsv; results/paper-snapshot-20260607/exports/authoritative-source-anchors.tsv	2026-06-08T07:02:00Z
REVIEW-NOMERGE-TRUSTBOUNDARY-001::edge1	security-agentic-candidates.jsonl:LIMEN-000009	security-agentic-candidates.jsonl:LIMEN-000012	reviewed_not_duplicate	shared_concrete_failure_mode	PraisonAI Platform and Playwright MCP Server	unauthorized privileged action through weak origin / ownership boundary validation in agent-tool orchestration surfaces	repeated authorization-boundary / trust-boundary pattern across distinct agent-tool products; no shared event, actor, or advisory lineage	T3_authoritative_source	Do not merge. PraisonAI let a low-privilege workspace member add an arbitrary user as owner, while Playwright MCP accepted unauthorized local MCP requests through DNS rebinding because Origin validation was missing. These are separate products and exploit surfaces, but together they create a reviewer-safe non-merge recurrence around authorization-boundary failures in agent-tool orchestration without implying same-event identity, broad prevalence, or non-MCP closure.	data/cases/security-agentic-candidates.jsonl; results/security/security-agentic-trust-boundary-breadth-board-v0.1.tsv; results/security/security-agentic-watch-v0.1.tsv	2026-06-08T09:43:37Z
REVIEW-NOMERGE-MCP-001::edge1	security-agentic-candidates.jsonl:LIMEN-000012	security-agentic-candidates.jsonl:LIMEN-000016	reviewed_not_duplicate	shared_concrete_failure_mode	Playwright MCP Server and ToolHive	MCP/deployment trust-boundary failures exposing unauthorized local tool access or local secret material in agent-tool orchestration surfaces	repeated MCP/deployment trust-boundary pattern across distinct developer-tool products; no shared event, actor, or advisory lineage	T3_authoritative_source	Do not merge. Playwright MCP accepted unauthorized local MCP requests through DNS rebinding because Origin validation was missing, while ToolHive stored restartable MCP-server secrets in run config files readable from the deployer home folder. These are separate products and exploit surfaces, but together they create a reviewer-safe non-merge recurrence around MCP/deployment trust-boundary failures without implying same-event identity, broad ecosystem prevalence, or closure of the still-thin non-MCP trust-boundary slice.	data/cases/security-agentic-candidates.jsonl; results/security/security-agentic-watch-v0.1.tsv; results/security/security-agentic-trust-boundary-breadth-board-v0.1.tsv; results/security/security-agentic-publication-cell-matrix-v0.1.tsv	2026-06-08T09:58:59Z
REVIEW-NOMERGE-RI-AI-MANIP-001::edge1	boost-008/candidate-cases.jsonl:LIMEN-008-LEAD-003	boost-008/candidate-cases.jsonl:LIMEN-008-LEAD-005	reviewed_not_duplicate	shared_concrete_failure_mode_and_cross_publisher_direct_notice_state	Cross-publisher direct scholarly retraction notices on AI-mediated record manipulation	direct publisher-originating retraction notices documenting AI-assisted scholarly-record manipulation (image repositioning vs generative-AI reference fabrication)	distinct publisher families and venue contexts (archived NEJM notice vs live Springer notice); no shared event, actor, or notice text	T3_authoritative_source	Do not merge. The NEJM AI-imagery retraction and the Springer fake-reference retraction are separate scholarly events, but both now have direct publisher-originating notice text tying the action to AI-mediated manipulation of the scholarly record. This is a bounded cross-publisher recurrence overlay, not same-event evidence, not prevalence support, and not proof that all research-integrity rows have reached direct-notice grade.	results/boost/limen-boost-008/nejm-wayback-notice-audit.tsv; results/boost/limen-boost-008/notice-text-evidence.tsv; results/source-map/research-integrity-family-inventory-v0.1.tsv; results/boost/limen-dedupe-cluster-taxonomy/research-integrity-cross-publisher-direct-notice-audit-2026-06-08T17-42-03Z.tsv	2026-06-08T17:42:03Z
REVIEW-NOMERGE-BIOMETRIC-001::edge1	authoritative-candidates.jsonl:LIMEN-000004	authoritative-candidates.jsonl:LIMEN-000015	reviewed_not_duplicate	shared_concrete_failure_mode	European data-protection-authority interventions against facial-recognition use in ordinary institutional screening/payment contexts	facial-recognition identification proposed or deployed without a sufficiently compliant biometric-data legal basis and governance safeguards	repeated facial-recognition legality pattern across different regulators, deployers, and contexts (school canteen payments vs commercial stadium-ban screening); no shared event, actor, or sanction posture	T3_authoritative_source	Do not merge. Chelmer Valley High School is a UK ICO reprimand tied to facial-recognition canteen payments introduced without a prior DPIA and without properly obtained explicit consent, while the CNIL row is a French warning that a proposed sports-club facial-recognition system for commercial stadium-ban enforcement lacked compliant legal basis absent special legislation. Together they create a reviewer-safe cross-jurisdiction biometric-governance recurrence package without proving same event identity, deployer equivalence, sanction-depth equivalence, or deployment completion in France.	data/cases/authoritative-candidates.jsonl; sources/authoritative-source-ledger.tsv; results/authoritative-scout/french-cnil-official-search-discovery-audit-v0.1.tsv	2026-06-08T16:02:46Z
