source_cluster_key	case_extraction_verdict	source_url_or_locator	source_name	source_host	proposed_case_title	proposed_evidence_tier	proposed_limen_categories	source_record_date	jurisdiction	bounded_claim_candidate	claim_ceiling	forbidden_overread	rationale	required_before_reviewed_core	required_before_obscure_ai	next_action
https://doi.org/10.3390/laws15030042	closed_noncase_source_surface	https://doi.org/10.3390/laws15030042	doi.org	doi.org	Regulatory Governance of AI in the Generative AI Era	noncase_source_surface	regulatory sandbox; algorithm register	2026-05-13	South Korea; EU	No case candidate extracted; source may discuss AI/governance/evidence but does not itself provide a concrete edge-case record.	Traceable noncase source-surface disposition only.	Do not infer incident truth, official finding, legality, safety, compliance, deployment, prevalence, guilt, or reviewed-core suitability from this DOI/index surface.	Input and DOI metadata indicate scholarly/index or adjacent source surface; no bounded case-level AI edge-case record is exposed.	Identify a direct public source or precise locator for a concrete event/action/vulnerability/finding/official record with a bounded claim.	Not eligible unless a reviewed case-level claim ceiling is later established from a concrete source.	Close as noncase source surface; retain only for provenance/source-family accounting.
https://doi.org/10.3403/30327466u	closed_noncase_source_surface	https://doi.org/10.3403/30327466u	Health informatics. Public key infrastructure	doi.org	Health informatics. Public key infrastructure	noncase_source_surface	source-surface-accounting			No case candidate extracted; source may discuss AI/governance/evidence but does not itself provide a concrete edge-case record.	Traceable noncase source-surface disposition only.	Do not infer incident truth, official finding, legality, safety, compliance, deployment, prevalence, guilt, or reviewed-core suitability from this DOI/index surface.	Input and DOI metadata indicate scholarly/index or adjacent source surface; no bounded case-level AI edge-case record is exposed.	Identify a direct public source or precise locator for a concrete event/action/vulnerability/finding/official record with a bounded claim.	Not eligible unless a reviewed case-level claim ceiling is later established from a concrete source.	Close as noncase source surface; retain only for provenance/source-family accounting.
https://doi.org/10.34755/irok.2022.87.78.073	closed_noncase_source_surface	https://doi.org/10.34755/irok.2022.87.78.073	doi.org	doi.org	Electronic signature and its significance in judicial practice	noncase_source_surface	AI evidence	2022-09-02	Russia	No case candidate extracted; source may discuss AI/governance/evidence but does not itself provide a concrete edge-case record.	Traceable noncase source-surface disposition only.	Do not infer incident truth, official finding, legality, safety, compliance, deployment, prevalence, guilt, or reviewed-core suitability from this DOI/index surface.	Input and DOI metadata indicate scholarly/index or adjacent source surface; no bounded case-level AI edge-case record is exposed.	Identify a direct public source or precise locator for a concrete event/action/vulnerability/finding/official record with a bounded claim.	Not eligible unless a reviewed case-level claim ceiling is later established from a concrete source.	Close as noncase source surface; retain only for provenance/source-family accounting.
https://doi.org/10.34925/eip.2022.146.9.234	closed_noncase_source_surface	https://doi.org/10.34925/eip.2022.146.9.234	doi.org	doi.org	DOI scholarly/index surface	noncase_source_surface	AI evidence			No case candidate extracted; source may discuss AI/governance/evidence but does not itself provide a concrete edge-case record.	Traceable noncase source-surface disposition only.	Do not infer incident truth, official finding, legality, safety, compliance, deployment, prevalence, guilt, or reviewed-core suitability from this DOI/index surface.	Input and DOI metadata indicate scholarly/index or adjacent source surface; no bounded case-level AI edge-case record is exposed.	Identify a direct public source or precise locator for a concrete event/action/vulnerability/finding/official record with a bounded claim.	Not eligible unless a reviewed case-level claim ceiling is later established from a concrete source.	Close as noncase source surface; retain only for provenance/source-family accounting.
https://doi.org/10.35497/345258	closed_noncase_source_surface	https://doi.org/10.35497/345258	doi.org	doi.org	Foreign Investment in Indonesia Agriculture Sector	noncase_source_surface	AI evidence	2021	Indonesia	No case candidate extracted; source may discuss AI/governance/evidence but does not itself provide a concrete edge-case record.	Traceable noncase source-surface disposition only.	Do not infer incident truth, official finding, legality, safety, compliance, deployment, prevalence, guilt, or reviewed-core suitability from this DOI/index surface.	Input and DOI metadata indicate scholarly/index or adjacent source surface; no bounded case-level AI edge-case record is exposed.	Identify a direct public source or precise locator for a concrete event/action/vulnerability/finding/official record with a bounded claim.	Not eligible unless a reviewed case-level claim ceiling is later established from a concrete source.	Close as noncase source surface; retain only for provenance/source-family accounting.
https://doi.org/10.35497/566975	closed_noncase_source_surface	https://doi.org/10.35497/566975	doi.org	doi.org	Regulatory Sandbox Framework for Indonesia Fintech Industry	noncase_source_surface	regulatory sandbox	2023	Indonesia	No case candidate extracted; source may discuss AI/governance/evidence but does not itself provide a concrete edge-case record.	Traceable noncase source-surface disposition only.	Do not infer incident truth, official finding, legality, safety, compliance, deployment, prevalence, guilt, or reviewed-core suitability from this DOI/index surface.	Input and DOI metadata indicate scholarly/index or adjacent source surface; no bounded case-level AI edge-case record is exposed.	Identify a direct public source or precise locator for a concrete event/action/vulnerability/finding/official record with a bounded claim.	Not eligible unless a reviewed case-level claim ceiling is later established from a concrete source.	Close as noncase source surface; retain only for provenance/source-family accounting.
https://doi.org/10.35650/jt.3072.d.2024	closed_noncase_source_surface	https://doi.org/10.35650/jt.3072.d.2024	doi.org	doi.org	On a More Comprehensive Governance of Artificial Intelligence	noncase_source_surface	algorithm register	2024-08-07		No case candidate extracted; source may discuss AI/governance/evidence but does not itself provide a concrete edge-case record.	Traceable noncase source-surface disposition only.	Do not infer incident truth, official finding, legality, safety, compliance, deployment, prevalence, guilt, or reviewed-core suitability from this DOI/index surface.	Input and DOI metadata indicate scholarly/index or adjacent source surface; no bounded case-level AI edge-case record is exposed.	Identify a direct public source or precise locator for a concrete event/action/vulnerability/finding/official record with a bounded claim.	Not eligible unless a reviewed case-level claim ceiling is later established from a concrete source.	Close as noncase source surface; retain only for provenance/source-family accounting.
https://doi.org/10.35979/alj.2025.3.76.37	closed_noncase_source_surface	https://doi.org/10.35979/alj.2025.3.76.37	doi.org	doi.org	A Legal Theory of Administrative Procedure	noncase_source_surface	automated decision	2025-03-31	Korea; comparative	No case candidate extracted; source may discuss AI/governance/evidence but does not itself provide a concrete edge-case record.	Traceable noncase source-surface disposition only.	Do not infer incident truth, official finding, legality, safety, compliance, deployment, prevalence, guilt, or reviewed-core suitability from this DOI/index surface.	Input and DOI metadata indicate scholarly/index or adjacent source surface; no bounded case-level AI edge-case record is exposed.	Identify a direct public source or precise locator for a concrete event/action/vulnerability/finding/official record with a bounded claim.	Not eligible unless a reviewed case-level claim ceiling is later established from a concrete source.	Close as noncase source surface; retain only for provenance/source-family accounting.
https://doi.org/10.36024/1248-045-997-005	closed_noncase_source_surface	https://doi.org/10.36024/1248-045-997-005	doi.org	doi.org	Cybersecurity and artificial intelligence for digital infrastructure crises	noncase_source_surface	regulatory sandbox	2025		No case candidate extracted; source may discuss AI/governance/evidence but does not itself provide a concrete edge-case record.	Traceable noncase source-surface disposition only.	Do not infer incident truth, official finding, legality, safety, compliance, deployment, prevalence, guilt, or reviewed-core suitability from this DOI/index surface.	Input and DOI metadata indicate scholarly/index or adjacent source surface; no bounded case-level AI edge-case record is exposed.	Identify a direct public source or precise locator for a concrete event/action/vulnerability/finding/official record with a bounded claim.	Not eligible unless a reviewed case-level claim ceiling is later established from a concrete source.	Close as noncase source surface; retain only for provenance/source-family accounting.
https://doi.org/10.36349/fujpam.2026.v5i01.013	closed_noncase_source_surface	https://doi.org/10.36349/fujpam.2026.v5i01.013	doi.org	doi.org	DOI scholarly/index surface	noncase_source_surface	algorithm register			No case candidate extracted; source may discuss AI/governance/evidence but does not itself provide a concrete edge-case record.	Traceable noncase source-surface disposition only.	Do not infer incident truth, official finding, legality, safety, compliance, deployment, prevalence, guilt, or reviewed-core suitability from this DOI/index surface.	Input and DOI metadata indicate scholarly/index or adjacent source surface; no bounded case-level AI edge-case record is exposed.	Identify a direct public source or precise locator for a concrete event/action/vulnerability/finding/official record with a bounded claim.	Not eligible unless a reviewed case-level claim ceiling is later established from a concrete source.	Close as noncase source surface; retain only for provenance/source-family accounting.
https://doi.org/10.36541/0231-000-040-002	closed_noncase_source_surface	https://doi.org/10.36541/0231-000-040-002	doi.org	doi.org	DOI scholarly/index surface	noncase_source_surface	regulatory sandbox			No case candidate extracted; source may discuss AI/governance/evidence but does not itself provide a concrete edge-case record.	Traceable noncase source-surface disposition only.	Do not infer incident truth, official finding, legality, safety, compliance, deployment, prevalence, guilt, or reviewed-core suitability from this DOI/index surface.	Input and DOI metadata indicate scholarly/index or adjacent source surface; no bounded case-level AI edge-case record is exposed.	Identify a direct public source or precise locator for a concrete event/action/vulnerability/finding/official record with a bounded claim.	Not eligible unless a reviewed case-level claim ceiling is later established from a concrete source.	Close as noncase source surface; retain only for provenance/source-family accounting.
https://doi.org/10.36627/2619-144x-2023-3-3-170-178	closed_noncase_source_surface	https://doi.org/10.36627/2619-144x-2023-3-3-170-178	doi.org	doi.org	Artificial intelligence and neural networks in personnel management	noncase_source_surface	AI evidence	2023	Russia	No case candidate extracted; source may discuss AI/governance/evidence but does not itself provide a concrete edge-case record.	Traceable noncase source-surface disposition only.	Do not infer incident truth, official finding, legality, safety, compliance, deployment, prevalence, guilt, or reviewed-core suitability from this DOI/index surface.	Input and DOI metadata indicate scholarly/index or adjacent source surface; no bounded case-level AI edge-case record is exposed.	Identify a direct public source or precise locator for a concrete event/action/vulnerability/finding/official record with a bounded claim.	Not eligible unless a reviewed case-level claim ceiling is later established from a concrete source.	Close as noncase source surface; retain only for provenance/source-family accounting.
https://doi.org/10.36627/2619-144x-2023-4-4-308-314	closed_noncase_source_surface	https://doi.org/10.36627/2619-144x-2023-4-4-308-314	doi.org	doi.org	Use of artificial intelligence in personnel selection	noncase_source_surface	AI evidence	2023	Russia	No case candidate extracted; source may discuss AI/governance/evidence but does not itself provide a concrete edge-case record.	Traceable noncase source-surface disposition only.	Do not infer incident truth, official finding, legality, safety, compliance, deployment, prevalence, guilt, or reviewed-core suitability from this DOI/index surface.	Input and DOI metadata indicate scholarly/index or adjacent source surface; no bounded case-level AI edge-case record is exposed.	Identify a direct public source or precise locator for a concrete event/action/vulnerability/finding/official record with a bounded claim.	Not eligible unless a reviewed case-level claim ceiling is later established from a concrete source.	Close as noncase source surface; retain only for provenance/source-family accounting.
https://doi.org/10.36687/inetwp228	closed_noncase_source_surface	https://doi.org/10.36687/inetwp228	doi.org	doi.org	Concentrating Intelligence: Scaling and Market Structure in Artificial Intelligence	noncase_source_surface	algorithm register	2024-10-02		No case candidate extracted; source may discuss AI/governance/evidence but does not itself provide a concrete edge-case record.	Traceable noncase source-surface disposition only.	Do not infer incident truth, official finding, legality, safety, compliance, deployment, prevalence, guilt, or reviewed-core suitability from this DOI/index surface.	Input and DOI metadata indicate scholarly/index or adjacent source surface; no bounded case-level AI edge-case record is exposed.	Identify a direct public source or precise locator for a concrete event/action/vulnerability/finding/official record with a bounded claim.	Not eligible unless a reviewed case-level claim ceiling is later established from a concrete source.	Close as noncase source surface; retain only for provenance/source-family accounting.
https://doi.org/10.36948/ijfmr.2025.v07i04.50792	closed_noncase_source_surface	https://doi.org/10.36948/ijfmr.2025.v07i04.50792	doi.org	doi.org	Bridging The AI Governance Gap	noncase_source_surface	algorithm register	2025-07-15	India; EU; global	No case candidate extracted; source may discuss AI/governance/evidence but does not itself provide a concrete edge-case record.	Traceable noncase source-surface disposition only.	Do not infer incident truth, official finding, legality, safety, compliance, deployment, prevalence, guilt, or reviewed-core suitability from this DOI/index surface.	Input and DOI metadata indicate scholarly/index or adjacent source surface; no bounded case-level AI edge-case record is exposed.	Identify a direct public source or precise locator for a concrete event/action/vulnerability/finding/official record with a bounded claim.	Not eligible unless a reviewed case-level claim ceiling is later established from a concrete source.	Close as noncase source surface; retain only for provenance/source-family accounting.
https://doi.org/10.3745/kipstc.2006.13c.7.837	closed_noncase_source_surface	https://doi.org/10.3745/kipstc.2006.13c.7.837	doi.org	doi.org	DOI scholarly/index surface	noncase_source_surface	algorithm register		Korea	No case candidate extracted; source may discuss AI/governance/evidence but does not itself provide a concrete edge-case record.	Traceable noncase source-surface disposition only.	Do not infer incident truth, official finding, legality, safety, compliance, deployment, prevalence, guilt, or reviewed-core suitability from this DOI/index surface.	Input and DOI metadata indicate scholarly/index or adjacent source surface; no bounded case-level AI edge-case record is exposed.	Identify a direct public source or precise locator for a concrete event/action/vulnerability/finding/official record with a bounded claim.	Not eligible unless a reviewed case-level claim ceiling is later established from a concrete source.	Close as noncase source surface; retain only for provenance/source-family accounting.
