row_id	signal_id	translation_review_verdict	language_reviewed	source_url_or_locator	source_name	reason	claim_ceiling	next_action
TH-00148	LIMEN-SIGNAL-4A35A95B1264A098	cross_project_duplicate	dutch	https://algoritmes.overheid.nl/en/algoritme/gm1735/93184465/datamask	Algorithm Register of the Dutch government	Derived public-ai-registry artifact with Dutch Algorithm Register auto-translation context; route upstream/deduplicate rather than promote here.	translation-safe source review only; no legal or policy conclusion from machine translation	Deduplicate against public-ai-registry and, if needed, perform original Dutch source review upstream.
TH-00154	LIMEN-SIGNAL-4E95E6A06DBE491D	cross_project_duplicate	dutch	https://algoritmes.overheid.nl/en/algoritme/mnre1045/83985427/octobox-anonymisation	Algorithm Register of the Dutch government	Derived public-ai-registry artifact with Dutch Algorithm Register auto-translation context; route upstream/deduplicate rather than promote here.	translation-safe source review only; no legal or policy conclusion from machine translation	Deduplicate against public-ai-registry and, if needed, perform original Dutch source review upstream.
TH-00158	LIMEN-SIGNAL-52AABDC59C84588E	cross_project_duplicate	dutch	https://algoritmes.overheid.nl/en/algoritme/mnre1045/83985427/octobox-anonymisation	Algorithm Register of the Dutch government	Derived public-ai-registry artifact with Dutch Algorithm Register auto-translation context; route upstream/deduplicate rather than promote here.	translation-safe source review only; no legal or policy conclusion from machine translation	Deduplicate against public-ai-registry and, if needed, perform original Dutch source review upstream.
TH-00159	LIMEN-SIGNAL-52FC5CCFCE9E1686	cross_project_duplicate	dutch	https://algoritmes.overheid.nl/en/algoritme/mnre1153/33698247/zylab-disclosure-support	Algorithm Register of the Dutch government	Derived public-ai-registry artifact with Dutch Algorithm Register auto-translation context; route upstream/deduplicate rather than promote here.	translation-safe source review only; no legal or policy conclusion from machine translation	Deduplicate against public-ai-registry and, if needed, perform original Dutch source review upstream.
TH-00160	LIMEN-SIGNAL-533C9756C2F57A65	cross_project_duplicate	dutch	https://algoritmes.overheid.nl/en/algoritme/mnre1153/33698247/zylab-disclosure-support	Algorithm Register of the Dutch government	Derived public-ai-registry artifact with Dutch Algorithm Register auto-translation context; route upstream/deduplicate rather than promote here.	translation-safe source review only; no legal or policy conclusion from machine translation	Deduplicate against public-ai-registry and, if needed, perform original Dutch source review upstream.
TH-00161	LIMEN-SIGNAL-538FB59E9AFD4AF9	cross_project_duplicate	dutch	https://algoritmes.overheid.nl/en/algoritme/mnre1153/33698247/zylab-disclosure-support	Algorithm Register of the Dutch government	Derived public-ai-registry artifact with Dutch Algorithm Register auto-translation context; route upstream/deduplicate rather than promote here.	translation-safe source review only; no legal or policy conclusion from machine translation	Deduplicate against public-ai-registry and, if needed, perform original Dutch source review upstream.
TH-00164	LIMEN-SIGNAL-544360F97FC7D53D	cross_project_duplicate	dutch	https://algoritmes.overheid.nl/en/algoritme/gm1735/93184465/datamask	Algorithm Register of the Dutch government	Derived public-ai-registry artifact with Dutch Algorithm Register auto-translation context; route upstream/deduplicate rather than promote here.	translation-safe source review only; no legal or policy conclusion from machine translation	Deduplicate against public-ai-registry and, if needed, perform original Dutch source review upstream.
TH-00165	LIMEN-SIGNAL-54CBD92D07AD1EDD	cross_project_duplicate	dutch	https://algoritmes.overheid.nl/en/algoritme/gm1735/931	Algorithm Register of the Dutch government	Derived public-ai-registry artifact with Dutch Algorithm Register auto-translation context; route upstream/deduplicate rather than promote here.	translation-safe source review only; no legal or policy conclusion from machine translation	Deduplicate against public-ai-registry and, if needed, perform original Dutch source review upstream.
TH-00171	LIMEN-SIGNAL-5871FF5A1A851E92	cross_project_duplicate	dutch	https://algoritmes.overheid.nl/en/algoritme/gm1735/931	Algorithm Register of the Dutch government	Derived public-ai-registry artifact with Dutch Algorithm Register auto-translation context; route upstream/deduplicate rather than promote here.	translation-safe source review only; no legal or policy conclusion from machine translation	Deduplicate against public-ai-registry and, if needed, perform original Dutch source review upstream.
TH-00175	LIMEN-SIGNAL-5A1CD0991E5CFA35	cross_project_duplicate	dutch	https://algoritmes.overheid.nl/en/algoritme/mnre1153/33698247/zylab-disclosure-support	Algorithm Register of the Dutch government	Derived public-ai-registry artifact with Dutch Algorithm Register auto-translation context; route upstream/deduplicate rather than promote here.	translation-safe source review only; no legal or policy conclusion from machine translation	Deduplicate against public-ai-registry and, if needed, perform original Dutch source review upstream.
TH-00177	LIMEN-SIGNAL-5A4C3F34C0C3691E	cross_project_duplicate	dutch	https://algoritmes.overheid.nl/en/algoritme/mnre1153/33698247/zylab-disclosure-support	Algorithm Register of the Dutch government	Derived public-ai-registry artifact with Dutch Algorithm Register auto-translation context; route upstream/deduplicate rather than promote here.	translation-safe source review only; no legal or policy conclusion from machine translation	Deduplicate against public-ai-registry and, if needed, perform original Dutch source review upstream.
TH-00181	LIMEN-SIGNAL-5B9980C9E6B10147	cross_project_duplicate	dutch	https://algoritmes.overheid.nl/en/algoritme/gm1735/931	Algorithm Register of the Dutch government	Derived public-ai-registry artifact with Dutch Algorithm Register auto-translation context; route upstream/deduplicate rather than promote here.	translation-safe source review only; no legal or policy conclusion from machine translation	Deduplicate against public-ai-registry and, if needed, perform original Dutch source review upstream.
TH-00185	LIMEN-SIGNAL-5DBFE2DE5DA4965E	cross_project_duplicate	dutch	https://algoritmes.overheid.nl/en/algoritme/gm1735/93184465/datamask	Algorithm Register of the Dutch government	Derived public-ai-registry artifact with Dutch Algorithm Register auto-translation context; route upstream/deduplicate rather than promote here.	translation-safe source review only; no legal or policy conclusion from machine translation	Deduplicate against public-ai-registry and, if needed, perform original Dutch source review upstream.
TH-00186	LIMEN-SIGNAL-5FB29DBD70FA71AF	cross_project_duplicate	dutch	https://algoritmes.overheid.nl/en/algoritme/mnre1045/83985427/octobox-anonymisation	Algorithm Register of the Dutch government	Derived public-ai-registry artifact with Dutch Algorithm Register auto-translation context; route upstream/deduplicate rather than promote here.	translation-safe source review only; no legal or policy conclusion from machine translation	Deduplicate against public-ai-registry and, if needed, perform original Dutch source review upstream.
TH-00187	LIMEN-SIGNAL-60A393C6125F0A72	cross_project_duplicate	dutch	https://algoritmes.overheid.nl/en/algoritme/mnre1045/83985427/octobox-anonymisati	Algorithm Register of the Dutch government	Derived public-ai-registry artifact with Dutch Algorithm Register auto-translation context; route upstream/deduplicate rather than promote here.	translation-safe source review only; no legal or policy conclusion from machine translation	Deduplicate against public-ai-registry and, if needed, perform original Dutch source review upstream.
TH-00193	LIMEN-SIGNAL-630C5E9487AA9D20	cross_project_duplicate	dutch	https://algoritmes.overheid.nl/en/algoritme/mnre1045/83985427/octobox-anonymisation	Algorithm Register of the Dutch government	Derived public-ai-registry artifact with Dutch Algorithm Register auto-translation context; route upstream/deduplicate rather than promote here.	translation-safe source review only; no legal or policy conclusion from machine translation	Deduplicate against public-ai-registry and, if needed, perform original Dutch source review upstream.
TH-00198	LIMEN-SIGNAL-67B5C92AEFCD2DC4	cross_project_duplicate	dutch	https://algoritmes.overheid.nl/en/algoritme/mnre1045/83985427/octobox-anonymisation	Algorithm Register of the Dutch government	Derived public-ai-registry artifact with Dutch Algorithm Register auto-translation context; route upstream/deduplicate rather than promote here.	translation-safe source review only; no legal or policy conclusion from machine translation	Deduplicate against public-ai-registry and, if needed, perform original Dutch source review upstream.
TH-00202	LIMEN-SIGNAL-6A83C516F1A68FC7	cross_project_duplicate	dutch	https://algoritmes.overheid.nl/en/algoritme/mnre1153/33698247/zylab-disclosure-support	Algorithm Register of the Dutch government	Derived public-ai-registry artifact with Dutch Algorithm Register auto-translation context; route upstream/deduplicate rather than promote here.	translation-safe source review only; no legal or policy conclusion from machine translation	Deduplicate against public-ai-registry and, if needed, perform original Dutch source review upstream.
TH-00209	LIMEN-SIGNAL-709CA2B9D0FC9CB3	cross_project_duplicate	dutch	https://algoritmes.overheid.nl/en/algoritme/mnre1153/33698247/zylab-disclosure-support	Algorithm Register of the Dutch government	Derived public-ai-registry artifact with Dutch Algorithm Register auto-translation context; route upstream/deduplicate rather than promote here.	translation-safe source review only; no legal or policy conclusion from machine translation	Deduplicate against public-ai-registry and, if needed, perform original Dutch source review upstream.
TH-00215	LIMEN-SIGNAL-73BB09EEDEADC300	cross_project_duplicate	dutch	https://algoritmes.overheid.nl/en/algoritme/gm1735/93184465/datamask	Algorithm Register of the Dutch government	Derived public-ai-registry artifact with Dutch Algorithm Register auto-translation context; route upstream/deduplicate rather than promote here.	translation-safe source review only; no legal or policy conclusion from machine translation	Deduplicate against public-ai-registry and, if needed, perform original Dutch source review upstream.
TH-00226	LIMEN-SIGNAL-796534D9FBD3F970	cross_project_duplicate	dutch	https://algoritmes.overheid.nl/en/algoritme/mnre1045/83985427/octobox-anonymisation	Algorithm Register of the Dutch government	Derived public-ai-registry artifact with Dutch Algorithm Register auto-translation context; route upstream/deduplicate rather than promote here.	translation-safe source review only; no legal or policy conclusion from machine translation	Deduplicate against public-ai-registry and, if needed, perform original Dutch source review upstream.
TH-00230	LIMEN-SIGNAL-7BC1E3643FDFC7B5	cross_project_duplicate	dutch	https://algoritmes.overheid.nl/en/algoritme/mnre1153/33698247/zylab-disclosure-support	Algorithm Register of the Dutch government	Derived public-ai-registry artifact with Dutch Algorithm Register auto-translation context; route upstream/deduplicate rather than promote here.	translation-safe source review only; no legal or policy conclusion from machine translation	Deduplicate against public-ai-registry and, if needed, perform original Dutch source review upstream.
TH-00234	LIMEN-SIGNAL-7C909FA9C9960E65	cross_project_duplicate	dutch	https://algoritmes.overheid.nl/en/algoritme/mnre1153/33698247/zylab-disclosure-support	Algorithm Register of the Dutch government	Derived public-ai-registry artifact with Dutch Algorithm Register auto-translation context; route upstream/deduplicate rather than promote here.	translation-safe source review only; no legal or policy conclusion from machine translation	Deduplicate against public-ai-registry and, if needed, perform original Dutch source review upstream.
TH-00244	LIMEN-SIGNAL-80B63C6BEAF16A07	cross_project_duplicate	dutch	/srv/tyche/projects/public-ai-registry/results/boost/public-ai-registry-boost-020/source-role-flow-figure-v1.csv:17	Algorithm Register of the Dutch government	Derived public-ai-registry artifact with Dutch Algorithm Register auto-translation context; route upstream/deduplicate rather than promote here.	translation-safe source review only; no legal or policy conclusion from machine translation	Deduplicate against public-ai-registry and, if needed, perform original Dutch source review upstream.
TH-00245	LIMEN-SIGNAL-831DCFF8EF5AF1B3	cross_project_duplicate	dutch	https://algoritmes.overheid.nl/en/algoritme/mnre1153/33698247/zylab-disclosure-support	Algorithm Register of the Dutch government	Derived public-ai-registry artifact with Dutch Algorithm Register auto-translation context; route upstream/deduplicate rather than promote here.	translation-safe source review only; no legal or policy conclusion from machine translation	Deduplicate against public-ai-registry and, if needed, perform original Dutch source review upstream.
TH-00247	LIMEN-SIGNAL-83D67E22FE9AE00E	cross_project_duplicate	dutch	https://algoritmes.overheid.nl/en/algoritme/mnre1045/83985427/octobox-anonymisation	Algorithm Register of the Dutch government	Derived public-ai-registry artifact with Dutch Algorithm Register auto-translation context; route upstream/deduplicate rather than promote here.	translation-safe source review only; no legal or policy conclusion from machine translation	Deduplicate against public-ai-registry and, if needed, perform original Dutch source review upstream.
TH-00250	LIMEN-SIGNAL-862187D5C52707DB	cross_project_duplicate	dutch	https://algoritmes.overheid.nl/en/algoritme/mnre1153/33698247/zylab-disclosure-support	Algorithm Register of the Dutch government	Derived public-ai-registry artifact with Dutch Algorithm Register auto-translation context; route upstream/deduplicate rather than promote here.	translation-safe source review only; no legal or policy conclusion from machine translation	Deduplicate against public-ai-registry and, if needed, perform original Dutch source review upstream.
TH-00252	LIMEN-SIGNAL-86E638926B674852	cross_project_duplicate	dutch	https://algoritmes.overheid.nl/en/algoritme/mnre1153/33698247/zylab-disclosure-support	Algorithm Register of the Dutch government	Derived public-ai-registry artifact with Dutch Algorithm Register auto-translation context; route upstream/deduplicate rather than promote here.	translation-safe source review only; no legal or policy conclusion from machine translation	Deduplicate against public-ai-registry and, if needed, perform original Dutch source review upstream.
TH-00255	LIMEN-SIGNAL-885A7722E62A64D3	cross_project_duplicate	dutch	/srv/tyche/projects/public-ai-registry/results/boost/public-ai-registry-boost-020/source-role-rights-overlay-v0.1.csv:6	Algorithm Register of the Dutch government	Derived public-ai-registry artifact with Dutch Algorithm Register auto-translation context; route upstream/deduplicate rather than promote here.	translation-safe source review only; no legal or policy conclusion from machine translation	Deduplicate against public-ai-registry and, if needed, perform original Dutch source review upstream.
TH-00257	LIMEN-SIGNAL-88EBFC5DB9BE53BE	cross_project_duplicate	dutch	https://algoritmes.overheid.nl/en/algoritme/gm1735/93184465/datamask	Algorithm Register of the Dutch government	Derived public-ai-registry artifact with Dutch Algorithm Register auto-translation context; route upstream/deduplicate rather than promote here.	translation-safe source review only; no legal or policy conclusion from machine translation	Deduplicate against public-ai-registry and, if needed, perform original Dutch source review upstream.
TH-00258	LIMEN-SIGNAL-8A6AB0F5B6189DE1	cross_project_duplicate	dutch	https://algoritmes.overheid.nl/en/algoritme/mnre1153/33698247/zylab-disclosure-support	Algorithm Register of the Dutch government	Derived public-ai-registry artifact with Dutch Algorithm Register auto-translation context; route upstream/deduplicate rather than promote here.	translation-safe source review only; no legal or policy conclusion from machine translation	Deduplicate against public-ai-registry and, if needed, perform original Dutch source review upstream.
TH-00264	LIMEN-SIGNAL-8F35F303341ECD31	cross_project_duplicate	dutch	https://algoritmes.overheid.nl/en/algoritme/gm1735/931	Algorithm Register of the Dutch government	Derived public-ai-registry artifact with Dutch Algorithm Register auto-translation context; route upstream/deduplicate rather than promote here.	translation-safe source review only; no legal or policy conclusion from machine translation	Deduplicate against public-ai-registry and, if needed, perform original Dutch source review upstream.
